ProfileID,Age,Gender,Region,EducationLevel,FieldOfStudy,ExperienceYears,YearsSinceGraduation,DigitalSkillLevel,EnglishLevel,CurrentEmploymentStatus,DesiredIndustry,PreferredJobType,TechnicalSkills,SoftSkills,CertificationsCount
404,23,Female,Kilimanjaro,Bachelor,Hospitality,0,5,Low,Basic,Internship,Trade,Customer-facing,"Social media management, Digital marketing, Sales, Programming (Python)","Time management, Critical thinking",1
405,24,Male,Pemba North,Secondary,Hospitality,6,7,Low,Intermediate,Unemployed,Trade,Office,"Accounting, Food preparation, Graphic design, Sales","Communication, Problem solving",1
406,19,Female,Manyara,Higher Diploma,Hospitality,1,2,Medium,Intermediate,Full-time,Agriculture,Field,"Programming (Python), Teaching support","Time management, Critical thinking",1
407,27,Male,Simiyu,Higher Diploma,Arts,4,4,Medium,Intermediate,Self-employed,ICT,Field,"Customer service, Inventory management","Critical thinking, Creativity",1
408,20,Male,Njombe,Diploma,Arts,0,2,Medium,Intermediate,Informal work,ICT,Customer-facing,"Food preparation, Accounting, English communication, Social media management","Teamwork, Problem solving, Resilience",2
409,27,Male,Rukwa,Diploma,Agriculture,3,7,High,Intermediate,Informal work,Banking,Office,"Network support, Mechanical maintenance","Creativity, Communication",0
410,21,Male,Kagera,Higher Diploma,Arts,1,3,Medium,Advanced,Unemployed,Trade,Field,"English communication, Mechanical maintenance","Time management, Teamwork",1
411,28,Male,Geita,Bachelor,Engineering,0,0,Medium,Intermediate,Self-employed,Education,Customer-facing,"Customer service, Database management, Food preparation","Leadership, Critical thinking",2
412,24,Female,Songwe,Bachelor,Engineering,0,2,High,Intermediate,Unemployed,ICT,Office,"Customer service, Programming (Python), Graphic design, English communication","Creativity, Adaptability",0
413,27,Female,Tabora,Bachelor,Health,0,3,Low,Intermediate,Full-time,Agriculture,Office,"Inventory management, Database management, Quality control, Teaching support","Teamwork, Creativity, Leadership",1
414,18,Male,Iringa,Secondary,Agriculture,0,1,High,Advanced,Part-time,Education,Office,"English communication, Social media management","Customer focus, Teamwork, Creativity",1
415,22,Male,Mbeya,Vocational/Technical,Agriculture,0,0,Medium,Basic,Part-time,Tourism,Office,"Quality control, Accounting, Project management","Communication, Teamwork, Resilience",1
416,26,Female,Lindi,Vocational/Technical,Finance,8,8,Medium,Basic,Unemployed,Education,Remote,"Digital marketing, Database management","Leadership, Adaptability",1
417,23,Male,Songwe,Bachelor,Education,0,1,Low,Intermediate,Internship,Construction,Remote,"English communication, Database management, Network support","Customer focus, Communication, Resilience",2
418,18,Male,Mbeya,Vocational/Technical,Engineering,0,0,High,Intermediate,Full-time,Healthcare,Office,"Digital marketing, Accounting, Graphic design","Critical thinking, Adaptability, Resilience",1
419,22,Male,Mara,Bachelor,Hospitality,0,0,Low,Advanced,Unemployed,Tourism,Office,"Network support, Logistics coordination, English communication, Accounting","Customer focus, Communication",3
420,22,Male,Singida,No formal qualification,Business,4,4,Medium,Intermediate,Part-time,Tourism,Remote,"Network support, Graphic design, Quality control, Sales","Customer focus, Resilience, Time management",0
421,25,Female,Songwe,No formal qualification,Education,0,0,High,Advanced,Part-time,Education,Field,"Inventory management, Digital marketing, Web development","Creativity, Leadership",0
422,28,Female,Lindi,Secondary,Arts,0,1,Medium,Intermediate,Self-employed,Education,Field,"English communication, Social media management","Teamwork, Time management, Adaptability",1
423,25,Male,Mtwara,Higher Diploma,Arts,4,6,Low,Intermediate,Informal work,Healthcare,Office,"Food preparation, Programming (Python), Digital marketing","Resilience, Creativity, Time management",1
424,23,Male,Pemba South,Higher Diploma,Health,3,4,Medium,Advanced,Unemployed,ICT,Remote,"Programming (Python), Customer service, Mechanical maintenance","Leadership, Time management, Problem solving",2
425,19,Female,Morogoro,Higher Diploma,Information Technology,0,1,Low,Intermediate,Internship,Tourism,Office,"Project management, Graphic design","Resilience, Communication",0
426,26,Female,Iringa,Diploma,Health,3,3,High,Basic,Internship,Agriculture,Customer-facing,"Web development, Quality control, Teaching support, Digital marketing","Leadership, Adaptability",2
427,25,Male,Mwanza,Higher Diploma,Logistics,0,0,High,Basic,Internship,Agriculture,Remote,"Data analysis, Project management, Microsoft Office, Web development","Teamwork, Adaptability, Communication",3
428,18,Male,Arusha,Bachelor,Information Technology,0,0,Medium,Intermediate,Full-time,Trade,Office,"Customer service, Database management","Adaptability, Problem solving",0
429,25,Female,Kagera,Higher Diploma,Logistics,0,1,Medium,Basic,Part-time,Banking,Customer-facing,"Graphic design, Teaching support, Logistics coordination, Network support","Problem solving, Adaptability, Leadership",0
430,19,Male,Lindi,Secondary,Agriculture,0,1,Medium,Intermediate,Self-employed,Construction,Customer-facing,"Digital marketing, Graphic design","Time management, Resilience, Problem solving",2
431,18,Male,Manyara,Diploma,Arts,0,0,High,Intermediate,Full-time,Healthcare,Remote,"Data analysis, Food preparation, Web development","Leadership, Adaptability, Communication",1
432,18,Male,Pwani,Diploma,Education,0,0,High,Intermediate,Unemployed,Agriculture,Office,"Programming (Python), Customer service","Creativity, Teamwork, Time management",1
433,22,Male,Dar es Salaam,Higher Diploma,Engineering,2,5,Medium,Basic,Self-employed,Education,Field,"Network support, Inventory management, Accounting, Mechanical maintenance","Communication, Problem solving, Resilience",0
434,21,Male,Manyara,Bachelor,Finance,0,1,High,Intermediate,Internship,Education,Field,"Digital marketing, Social media management, Web development, English communication","Adaptability, Customer focus",1
435,18,Female,Shinyanga,Vocational/Technical,Business,0,1,Low,Intermediate,Unemployed,Healthcare,Office,"Inventory management, Social media management, Microsoft Office","Communication, Critical thinking, Leadership",2
436,20,Female,Njombe,Higher Diploma,Education,1,1,Medium,Basic,Unemployed,Transport,Office,"Accounting, Microsoft Office","Adaptability, Teamwork, Customer focus",0
437,29,Female,Pwani,Bachelor,Health,3,5,Medium,Intermediate,Full-time,Tourism,Remote,"Network support, Food preparation","Adaptability, Critical thinking",3
438,20,Male,Lindi,No formal qualification,Arts,2,2,High,Intermediate,Part-time,Education,Field,"Programming (Python), Database management, Data analysis","Time management, Resilience",3
439,18,Female,Katavi,Bachelor,Agriculture,0,0,Low,Intermediate,Informal work,Tourism,Remote,"Graphic design, Social media management, Mechanical maintenance, Food preparation","Time management, Leadership, Critical thinking",1
440,19,Female,Pwani,Higher Diploma,Education,1,2,Low,Basic,Unemployed,Tourism,Customer-facing,"Mechanical maintenance, Quality control","Problem solving, Customer focus",2
441,20,Female,Mwanza,Higher Diploma,Hospitality,0,2,Medium,Basic,Unemployed,Manufacturing,Office,"Graphic design, Mechanical maintenance, Teaching support, Programming (Python)","Adaptability, Time management",3
442,19,Male,Singida,Higher Diploma,Hospitality,0,2,High,Basic,Self-employed,Manufacturing,Customer-facing,"Food preparation, Customer service","Resilience, Problem solving, Communication",0
443,23,Female,Morogoro,Vocational/Technical,Hospitality,0,6,Medium,Intermediate,Informal work,Construction,Office,"Accounting, Social media management, Teaching support","Creativity, Customer focus, Adaptability",3
444,22,Female,Pwani,Higher Diploma,Education,1,2,Low,Basic,Informal work,Tourism,Field,"Teaching support, Sales","Adaptability, Creativity, Resilience",2
445,23,Female,Singida,No formal qualification,Agriculture,2,6,High,Intermediate,Self-employed,Banking,Office,"Teaching support, Quality control","Customer focus, Problem solving, Creativity",1
446,23,Male,Njombe,Diploma,Business,2,2,High,Basic,Full-time,ICT,Remote,"Quality control, Digital marketing","Leadership, Resilience, Teamwork",3
447,23,Female,Songwe,Diploma,Arts,5,5,High,Intermediate,Internship,Agriculture,Customer-facing,"Project management, Customer service, Teaching support","Problem solving, Teamwork, Resilience",0
448,25,Female,Tanga,Bachelor,Hospitality,1,1,Medium,Intermediate,Internship,Tourism,Office,"Customer service, Project management","Time management, Problem solving",0
449,27,Female,Zanzibar Urban/West,Higher Diploma,Engineering,1,5,Low,Advanced,Full-time,Trade,Customer-facing,"Food preparation, Logistics coordination","Critical thinking, Customer focus",1
450,21,Male,Shinyanga,Secondary,Information Technology,4,4,High,Intermediate,Full-time,Healthcare,Customer-facing,"English communication, Customer service","Resilience, Teamwork, Time management",0
451,20,Female,Mara,Higher Diploma,Education,1,3,Medium,Intermediate,Unemployed,Banking,Field,"Graphic design, Customer service, Programming (Python), Mechanical maintenance","Critical thinking, Time management, Teamwork",3
452,29,Male,Mwanza,Diploma,Health,3,5,Medium,Intermediate,Unemployed,Education,Office,"Microsoft Office, Accounting","Time management, Resilience",2
453,23,Male,Dar es Salaam,Vocational/Technical,Agriculture,1,5,Medium,Basic,Internship,ICT,Remote,"Microsoft Office, Network support, Social media management, Mechanical maintenance","Problem solving, Creativity",3
454,25,Male,Katavi,Bachelor,Health,4,5,Medium,Basic,Internship,Education,Remote,"Customer service, Network support","Time management, Teamwork, Critical thinking",2
455,26,Female,Manyara,Vocational/Technical,Hospitality,5,7,High,Basic,Self-employed,Transport,Field,"Food preparation, Teaching support","Time management, Problem solving, Teamwork",1
456,20,Male,Singida,Higher Diploma,Agriculture,0,2,Medium,Advanced,Full-time,Tourism,Remote,"Logistics coordination, Teaching support, Inventory management","Problem solving, Leadership, Customer focus",2
457,25,Female,Rukwa,Higher Diploma,Engineering,7,8,Low,Basic,Self-employed,Education,Field,"Logistics coordination, Project management","Problem solving, Customer focus",1
458,26,Male,Kilimanjaro,Secondary,Logistics,0,0,Medium,Advanced,Part-time,Construction,Office,"Food preparation, Quality control","Leadership, Creativity, Adaptability",2
459,24,Female,Singida,Bachelor,Education,2,2,Medium,Intermediate,Unemployed,ICT,Office,"Logistics coordination, Project management","Critical thinking, Teamwork, Customer focus",1
460,25,Male,Dodoma,Bachelor,Finance,2,2,High,Intermediate,Unemployed,Education,Customer-facing,"Inventory management, Mechanical maintenance, Social media management, Microsoft Office","Critical thinking, Customer focus, Communication",3
461,24,Male,Zanzibar Urban/West,Secondary,Agriculture,1,1,Medium,Intermediate,Unemployed,Construction,Field,"Project management, Data analysis","Critical thinking, Adaptability",1
462,24,Female,Njombe,Higher Diploma,Hospitality,4,4,Low,Intermediate,Full-time,ICT,Customer-facing,"Project management, Sales, Programming (Python), Mechanical maintenance","Critical thinking, Teamwork, Creativity",2
463,23,Female,Pwani,Secondary,Arts,0,1,High,Intermediate,Unemployed,Banking,Field,"Teaching support, Social media management, Web development, Mechanical maintenance","Creativity, Resilience, Time management",1
464,23,Female,Rukwa,Vocational/Technical,Health,0,6,Low,Intermediate,Unemployed,Manufacturing,Remote,"Customer service, Digital marketing","Customer focus, Communication",0
465,23,Male,Shinyanga,Bachelor,Health,4,5,Low,Basic,Part-time,Transport,Remote,"Data analysis, Graphic design, Teaching support","Leadership, Creativity, Adaptability",3
466,23,Male,Zanzibar South,Bachelor,Business,4,5,Low,Basic,Unemployed,Agriculture,Customer-facing,"Social media management, Quality control","Teamwork, Creativity, Problem solving",1
467,26,Female,Manyara,Vocational/Technical,Information Technology,4,7,High,Basic,Full-time,Tourism,Field,"Inventory management, Programming (Python), Web development","Communication, Creativity, Customer focus",2
468,19,Female,Mbeya,Higher Diploma,Finance,0,1,Medium,Basic,Part-time,Education,Remote,"Inventory management, Microsoft Office, Social media management, Sales","Communication, Teamwork, Time management",1
469,19,Female,Mtwara,Secondary,Information Technology,0,1,Low,Intermediate,Part-time,Agriculture,Customer-facing,"Social media management, Data analysis, Database management, Graphic design","Adaptability, Time management",0
470,27,Female,Iringa,Bachelor,Agriculture,2,2,High,Intermediate,Full-time,Construction,Remote,"Quality control, Logistics coordination, Teaching support","Creativity, Critical thinking",1
471,28,Male,Tanga,Higher Diploma,Business,4,5,High,Intermediate,Self-employed,Banking,Office,"Data analysis, Social media management, Quality control, English communication","Resilience, Problem solving, Critical thinking",1
472,22,Male,Morogoro,Higher Diploma,Logistics,0,2,Low,Advanced,Unemployed,Tourism,Field,"Sales, Inventory management, Mechanical maintenance","Customer focus, Teamwork",1
473,23,Female,Geita,Higher Diploma,Finance,0,0,High,Basic,Part-time,Construction,Field,"Accounting, Social media management","Communication, Leadership, Critical thinking",2
474,25,Female,Njombe,Vocational/Technical,Information Technology,5,5,Medium,Basic,Self-employed,Trade,Remote,"Accounting, Graphic design","Resilience, Time management, Problem solving",1
